,Nome,CGC,Endereco
132,"DIADEMA, SP",0248-8,"avenida antonio piranga num 540 - vila odete 9911160 - diadema, sp tel: (11) 4003-1043 ag. numero: 0248-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
133,"PIRAPORINHA, SP",4026-6,"praca bom jesus de piraporinha num 215 - piraporinha 9951550 - diadema, sp tel: (11) 4003-1043 ag. numero: 4026-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
134,"PRESIDENTE KENNEDY, SP",2960-2,"rua manoel da nobrega num 712 - centro 9910720 - diadema, sp tel: (11) 4003-1043 ag. numero: 2960-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
135,"SERRARIA, SP",2855-0,"avenida lico maia num 875 - serraria 9981420 - diadema, sp tel: (11) 4003-1043 ag. numero: 2855-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
136,"DOIS CORREGOS, SP",4205-6,"avenida jose alves mira num 131 - centro 1730057 - dois corregos, sp tel: (14) 4003-1043 ag. numero: 4205-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
137,"DRACENA, SP",0302-6,"avenida presidente roosevelt num 200 - centro 179000 - dracena, sp tel: (18) 4003-1043 ag. numero: 0302-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
138,"ELIAS FAUSTO, SP",1483-4,"rua angelo carnevalli num 36 - centro 1335037 - elias fausto, sp tel: (19) 3821-8100 / (19) 4003-1043 ag. numero: 1483-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
139,"EMBU DAS ARTES, SP",1226-2,"rua paulo do vale num 55 - centro 680410 - embu das artes, sp tel: (11) 4003-1043 ag. numero: 1226-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
140,"JARDIM SANTA TEREZA, SP",2135-0,"avenida joao paulo ii num 1344 - vila regina 6813265 - embu das artes, sp tel: (11) 4003-1043 ag. numero: 2135-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
141,"PARQUE RIZZO, SP",2094-0,"avenida vereador jorge de souza num 870 - centro 6803270 - embu das artes, sp tel: (11) 4003-1043 ag. numero: 2094-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
142,"SANTO EDUARDO DE EMBU, SP",3218-2,"estrada itapecerica-campo limpo num 2267 - jardim santo eduardo 6823475 - embu das artes, sp tel: (11) 4003-1043 ag. numero: 3218-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
143,"CIPO GUACU, SP",3375-8,"rua sesefredo klein doll num 12 - parque sao lucas 69000 - embu-guacu, sp tel: (11) 4003-1043 ag. numero: 3375-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
144,"EMBU GUACU, SP",3253-0,"rua boa vista num 715 - centro 6900195 - embu-guacu, sp tel: (11) 4003-1043 ag. numero: 3253-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
145,"ENGENHEIRO COELHO, SP",4991-3,"rua amadeu jorge teresani num 196 - jardim amalia 13445260 - engenheiro coelho, sp tel: (19) 4003-1043 ag. numero: 4991-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
146,"PINHAL, SP",0331-0,"praca da independencia num 134 - centro 139900 - espirito santo do pinhal, sp tel: (19) 4003-1043 ag. numero: 0331-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
147,"ESTRELA D OESTE, SP",1303-0,"rua minas gerais num 555 - centro 156500 - estrela d'oeste, sp tel: (17) 4003-1043 ag. numero: 1303-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
148,"FARTURA, SP",1173-8,"praca 9 de julho num 118 - centro 188709 - fartura, sp tel: (14) 4003-1043 ag. numero: 1173-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
149,"FERNANDOPOLIS, SP",0303-4,"avenida expedicionarios brasileiros num 1125 - coester 156036 - fernandopolis, sp tel: (17) 4003-1043 ag. numero: 0303-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
150,"FERRAZ DE VASCONCELOS, SP",1192-4,"avenida quinze de novembro num 470 - centro 8500405 - ferraz de vasconcelos, sp tel: (11) 4003-1043 ag. numero: 1192-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
151,"VILA ANDEYARA, SP",1691-8,"avenida santos dumont num 607/611 - vila andeyara 85300 - ferraz de vasconcelos, sp tel: (11) 4003-1043 ag. numero: 1691-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
152,"AVENIDA MAJOR NICACIO, SP",1676-4,"avenida major nicacio num 2680 - vila santa cruz 14403460 - franca, sp tel: (16) 4003-1043 ag. numero: 1676-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
153,"ESTACAO, SP",3042-2,"rua da integracao vereador bernardino pucci num 2025 - jardim integracao 14405265 - franca, sp tel: (16) 4003-1043 ag. numero: 3042-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
154,"FRANCA, SP",0304-2,"rua monsenhor rosa num 1639 - centro 14400670 - franca, sp tel: (16) 4003-1043 ag. numero: 0304-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
155,"TRES COLINAS, SP",2322-1,"avenida presidente vargas num 581 - cidade nova 14401110 - franca, sp tel: (16) 4003-1043 ag. numero: 2322-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
156,"BELEM DA SERRA, SP",4951-4,"rua dulce esteves de oliveira num 29 - centro 790121 - francisco morato, sp tel: (11) 4003-1043 ag. numero: 4951-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
157,"FRANCISCO MORATO, SP",2951-3,"travessa alciles antonio machado num 32 - centro 790185 - francisco morato, sp tel: (11) 4003-1043 ag. numero: 2951-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
158,"FRANCO DA ROCHA, SP",0907-5,"rua azevedo soares num 190 - centro 785110 - franco da rocha, sp tel: (11) 4003-1043 ag. numero: 0907-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
159,"SERRA DOS CRISTAIS, SP",2216-0,"avenida doutor hamilton prado num 496 - centro 78010 - franco da rocha, sp tel: (11) 4003-1043 ag. numero: 2216-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
160,"GARCA, SP",0305-0,"rua barao do rio branco num 163 - centro 174000 - garca, sp tel: (14) 4003-1043 ag. numero: 0305-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
161,"GENERAL SALGADO, SP",4208-0,"avenida diogo garcia carmona num 1334 - centro 153005 - general salgado, sp tel: (17) 4003-1043 ag. numero: 4208-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
162,"CIDADE DE GUAIRA, SP",1202-5,"avenida cinco num 430 - centro 147900 - guaira, sp tel: (17) 4003-1043 ag. numero: 1202-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
163,"GUAPIACU, SP",3425-8,"rua liberdade num 828 - centro 151100 - guapiacu, sp tel: (17) 4003-1043 ag. numero: 3425-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
164,"CIDADE DE GUARA, SP",4185-8,"avenida praca urbano de andrade junqueira num 1 - centro 145800 - guara, sp tel: (16) 4003-1043 ag. numero: 4185-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
165,"GUARARAPES, SP",1210-6,"avenida marechal floriano num 675 - centro 1670013 - guararapes, sp tel: (18) 4003-1043 ag. numero: 1210-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
166,"GUARAREMA, SP",4850-0,"praca dr. botelho egas num 38 - centro 89000 - guararema, sp tel: (11) 4003-1043 ag. numero: 4850-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
167,"FREI GALVAO, SP",3475-4,"avenida joao pessoa num 1353 - pedregulho 1251510 - guaratingueta, sp tel: (12) 4003-1043 ag. numero: 3475-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
168,"GUARATINGUETA, SP",0306-9,"rua monsenhor felippo num 162 - centro 12501410 - guaratingueta, sp tel: (12) 4003-1043 ag. numero: 0306-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
169,"GUARIBA, SP",2162-8,"rua rui barbosa num 640 - centro 1484011 - guariba, sp tel: (16) 4003-1043 ag. numero: 2162-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
170,"GUARUJA, SP",0979-2,"rua leomil num 631 - centro 11410161 - guaruja, sp tel: (13) 4003-1043 ag. numero: 0979-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
171,"ILHA DE SANTO AMARO, SP",3212-3,"avenida adhemar de barros num 1287 - vila santa rosa 114303 - guaruja, sp tel: (13) 4003-1043 ag. numero: 3212-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
172,"VICENTE DE CARVALHO, SP",0365-4,"avenida santos dumont num 396 - sitio paecara (vicente de carvalho) 114600 - guaruja, sp tel: (13) 4003-1043 ag. numero: 0365-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
173,"AVENIDA SANTOS DUMONT, SP",3295-6,"avenida santos dumont num 2123 - cidade industrial satelite de sao paulo 72200 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3295-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
174,"BOSQUE MAIA, SP",4079-7,"avenida paulo faccini num 1793 - macedo 71110 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 4079-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
175,"CARMELA, SP",1672-1,"avenida carmela thomeu num 557 - vila carmela i 71781 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 1672-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
176,"CUMBICA, SP",0247-0,"avenida monteiro lobato num 5251 - cidade jardim cumbica 71800 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 0247-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
177,"GOPOUVA, SP",2927-0,"avenida emilio ribas num 1491 - jardim tranquilidade 70510 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 2927-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
178,"GUARULHOS, SP",0250-0,"avenida salgado filho num 100 - centro 71150 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 0250-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
179,"INTER SHOPPING GUARULHOS, SP",3087-2,"rodovia presidente dutra km 225 - itapegica 7034911 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3087-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
180,"JARDIM PRESIDENTE DUTRA, SP",3279-4,"avenida papa joao paulo i num 3130 - jardim presidente dutra 71740 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3279-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
181,"JARDIM SAO JOAO, SP",3860-1,"avenida marcial lourenco serodio num 781 - cidade serodio 7151370 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3860-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
182,"OTAVIO BRAGA, SP",4080-0,"avenida otavio braga de mesquita num 1693 - jardim monte carmelo 71910 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 4080-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
183,"PIMENTAS, SP",1966-6,"estrada presidente juscelino kubitschek de olive num 4529 - pimentas 72520 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 1966-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
184,"PORTO VELHO, SP",2244-6,"rua porto velho num 890/900 - jardim cumbica 724060 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 2244-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
185,"SANTA MENA, SP",3041-4,"avenida salgado filho num 1939 - centro 71150 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3041-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
186,"SHOPPING BONSUCESSO, SP",3231-0,"estrada presidente juscelino kubitschek de olive num 5308 - agua chata 72520 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 3231-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
187,"TABOAO, SP",4558-6,"avenida silvestre pires de freitas num 156 - jardim paraiso 71440 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 4558-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
188,"VILA GALVAO, SP",2198-9,"avenida sete de setembro num 1590 - vila galvao 70642 - guarulhos, sp tel: (11) 4003-1043 ag. numero: 2198-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
189,"HOLAMBRA, SP",2342-6,"rua rota dos imigrantes num 485 - centro 1382567 - holambra, sp tel: (19) 4003-1043 ag. numero: 2342-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
190,"HORTOLANDIA, SP",4088-6,"rua luiz camilo de camargo num 398 - loteamento remanso campineiro 13184420 - hortolandia, sp tel: (19) 4003-1043 ag. numero: 4088-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
191,"JARDIM AMANDA, SP",4227-7,"avenida santana num 576 - jardim amanda i 131880 - hortolandia, sp tel: (19) 4003-1043 ag. numero: 4227-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
192,"JARDIM ROSOLEN, SP",4226-9,"rua antonio fernandes leite num 955 - jardim santa izabel 13185230 - hortolandia, sp tel: (19) 4003-1043 ag. numero: 4226-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
193,"IBATE, SP",2095-8,"rua santa iria num 242 - centro 148150 - ibate, sp tel: (16) 4003-1043 ag. numero: 2095-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
194,"IBITINGA, SP",0980-6,"avenida doutor victor maida num 860 - centro 14940175 - ibitinga, sp tel: (16) 4003-1043 ag. numero: 0980-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
195,"IBIUNA, SP",0800-1,"rua capitao cardoso de melo num 30 - centro 181500 - ibiuna, sp tel: (15) 4003-1043 ag. numero: 0800-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
196,"IGARACU DO TIETE, SP",1770-1,"rua coronel amando simoes num 536 - centro 1735041 - igaracu do tiete, sp tel: (14) 4003-1043 ag. numero: 1770-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
197,"IGARAPAVA, SP",0900-8,"praca sinha junqueira num 147 - centro 145400 - igarapava, sp tel: (16) 4003-1043 ag. numero: 0900-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
198,"IGUAPE, SP",1810-4,"avenida adhemar de barros num 388 - centro 119200 - iguape, sp tel: (13) 4003-1043 ag. numero: 1810-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
199,"ILHA SOLTEIRA, SP",3473-8,"avenida brasil norte num 1291 - zona norte 15385136 - ilha solteira, sp tel: (18) 4003-1043 ag. numero: 3473-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
200,"ILHABELA, SP",3334-0,"praca coronel juliao de moura negrao num 29 - vila 11635136 - ilhabela, sp tel: (12) 4003-1043 ag. numero: 3334-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
201,"CIDADE DO SOL, SP",2996-3,"avenida francisco de paula leite num 2163 - jardim kioto i 13344610 - indaiatuba, sp tel: (19) 4003-1043 ag. numero: 2996-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
202,"INDAIATUBA, SP",0897-4,"rua candelaria num 555 - centro 13330180 - indaiatuba, sp tel: (19) 4003-1043 ag. numero: 0897-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
203,"JARDIM MORADA DO SOL, SP",4354-0,"avenida ario barnabe num 1806 - jardim morada do sol 13348503 - indaiatuba, sp tel: (19) 4003-1043 ag. numero: 4354-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
204,"PRESIDENTE GETULIO VARGAS, SP",4364-8,"avenida presidente vargas num 1716 - jardim esplendor 1333485 - indaiatuba, sp tel: (19) 4003-1043 ag. numero: 4364-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
205,"IPAUSSU, SP",1898-8,"rua sete de setembro num 475 - centro 189500 - ipaussu, sp tel: (14) 4003-1043 ag. numero: 1898-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
206,"IRACEMAPOLIS, SP",1223-8,"rua jose emidio num 624 - centro 1349517 - iracemapolis, sp tel: (19) 4003-1043 ag. numero: 1223-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
207,"ITAI, SP",4358-3,"rua xv de novembro num 1190 - centro 1873017 - itai, sp tel: (14) 4003-1043 ag. numero: 4358-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
208,"ITANHAEM, SP",0742-0,"avenida washington luis num 117 - centro 117400 - itanhaem, sp tel: (13) 4003-1043 ag. numero: 0742-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
209,"ITAPECERICA DA SERRA, SP",0981-4,"largo matriz - centro 6850730 - itapecerica da serra, sp tel: (11) 4003-1043 ag. numero: 0981-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
210,"PEDRA LISA, SP",4678-7,"avenida quinze de novembro num 1383 - centro 6850100 - itapecerica da serra, sp tel: (11) 4003-1043 ag. numero: 4678-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
211,"ATENAS DO SUL, SP",4213-7,"rua doutor virgilio de rezende num 586 - centro 1820046 - itapetininga, sp tel: (15) 4003-1043 ag. numero: 4213-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
212,"ITAPETININGA, SP",0307-7,"rua quintino bocaiuva num 500 - centro 1820014 - itapetininga, sp tel: (15) 4003-1043 ag. numero: 0307-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
213,"ITAPEVA, SP",0596-7,"rua pires fleury num 149 - centro 18400430 - itapeva, sp tel: (15) 4003-1043 ag. numero: 0596-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
214,"18 DE FEVEREIRO, SP",4353-2,"praca dezoito de fevereiro num 75 - centro 665310 - itapevi, sp tel: (11) 4003-1043 ag. numero: 4353-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
215,"ITAPEVI, SP",1228-9,"avenida presidente vargas num 479 - jardim nova itapevi 66940 - itapevi, sp tel: (11) 4003-1043 ag. numero: 1228-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
216,"ITAPIRA, SP",0308-5,"rua comendador joao cintra num 546 - sao benedito 13970160 - itapira, sp tel: (19) 4003-1043 ag. numero: 0308-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
217,"ITAPOLIS, SP",0309-3,"avenida florencio terra num 621 - centro 14900219 - itapolis, sp tel: (16) 4003-1043 ag. numero: 0309-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
218,"PEDRA BONITA, SP",1833-3,"rua 15 de novembro num 1024 - centro 184800 - itaporanga, sp tel: (15) 4003-1043 ag. numero: 1833-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
219,"ITAQUAQUECETUBA, SP",0976-8,"rua sebastiao ferreira dos santos num 93 - centro 857060 - itaquaquecetuba, sp tel: (11) 4003-1043 ag. numero: 0976-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
220,"JARDIM ODETE, SP",3498-3,"estrada de santa isabel num 3365 - vila sao carlos 85990 - itaquaquecetuba, sp tel: (11) 4003-1043 ag. numero: 3498-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
221,"VILA VIRGINIA, SP",3811-3,"avenida vereador joao fernandes da silva num 345 - vila virginia 85760 - itaquaquecetuba, sp tel: (11) 4003-1043 ag. numero: 3811-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
222,"ITARARE, SP",0310-7,"rua xv de novembro num 242 - centro 184600 - itarare, sp tel: (15) 4003-1043 ag. numero: 0310-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
223,"ITARIRI, SP",4791-0,"avenida jose ferreira franco num 418 - centro 117600 - itariri, sp tel: (13) 4003-1043 ag. numero: 4791-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
224,"ITATIBA, SP",0311-5,"praca da bandeira num 51 - centro 13250329 - itatiba, sp tel: (11) 4003-1043 ag. numero: 0311-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
225,"ITATINGA, SP",2208-0,"rua doutor samuel prado num 49 - centro 1869013 - itatinga, sp tel: (14) 4003-1043 ag. numero: 2208-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
226,"ITIRAPINA, SP",3318-9,"avenida dois num 13 - centro 135301 - itirapina, sp tel: (19) 4003-1043 ag. numero: 3318-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
227,"BERCO DA REPUBLICA, SP",4499-7,"avenida caetano ruggieri num 2811 - parque nossa senhora da candelaria 13310160 - itu, sp tel: (11) 4003-1043 ag. numero: 4499-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
228,"CONVENCAO, SP",3269-7,"avenida prudente de moraes num 384 - vila nova 1330950 - itu, sp tel: (11) 4003-1043 ag. numero: 3269-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
229,"ITU, SP",0312-3,"rua sete de setembro num 122 - centro 13300150 - itu, sp tel: (11) 4003-1043 ag. numero: 0312-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
230,"ITUPEVA, SP",3476-2,"praca sao paulo num 70 - centro 132950 - itupeva, sp tel: (11) 4003-1043 ag. numero: 3476-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
231,"ITUVERAVA, SP",0927-0,"avenida dr. soares oliveira num 368 - centro 145000 - ituverava, sp tel: (16) 4003-1043 ag. numero: 0927-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
232,"JABOTICABAL, SP",0313-1,"avenida benjamin constant num 514 - centro 14870140 - jaboticabal, sp tel: (16) 4003-1043 ag. numero: 0313-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
233,"AVENIDA SIQUEIRA CAMPOS, SP",3496-7,"avenida siqueira campos num 1013 - jardim esper 123070 - jacarei, sp tel: (12) 4003-1043 ag. numero: 3496-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
234,"BEIRA RIO, SP",4068-1,"avenida sao joao num 120 - sao joao 123220 - jacarei, sp tel: (12) 4003-1043 ag. numero: 4068-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
235,"JACAREI, SP",0314-0,"rua doutor lucio malta num 585 - centro 123270 - jacarei, sp tel: (12) 4003-1043 ag. numero: 0314-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
236,"JACUPIRANGA, SP",1222-0,"rua expedicionarios jacupiranguenses num 91 - centro 119400 - jacupiranga, sp tel: (13) 4003-1043 ag. numero: 1222-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
237,"JAGUARIUNA, SP",1203-3,"rua alfredo engler num 119 - centro 1391035 - jaguariuna, sp tel: (19) 4003-1043 ag. numero: 1203-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
238,"JALES, SP",0597-5,"rua 8 num 2742 - centro 1570064 - jales, sp tel: (17) 4003-1043 ag. numero: 0597-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
239,"JANDIRA, SP",2195-4,"rua benedito pereira leite num 62 - centro 660055 - jandira, sp tel: (11) 4003-1043 ag. numero: 2195-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
240,"JARDINOPOLIS, SP",1194-0,"rua cel jose teodoro num 212 - centro 146800 - jardinopolis, sp tel: (16) 4003-1043 ag. numero: 1194-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
241,"JARINU, SP",4794-5,"avenida doutor artur bernardes num 333 - centro 1324011 - jarinu, sp tel: (11) 4003-1043 ag. numero: 4794-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
242,"JAU, SP",0315-8,"rua tenente lopes num 215 - centro 17201460 - jau, sp tel: (14) 4003-1043 ag. numero: 0315-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
243,"JOAO RIBEIRO DE BARROS, SP",3254-9,"rua marechal deodoro num 839 - vila nova 172020 - jau, sp tel: (14) 4003-1043 ag. numero: 3254-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
244,"TERRA ROXA, SP",2032-0,"avenida isaltino do amaral carvalho num 2147 - chacara bela vista 17210181 - jau, sp tel: (14) 4003-1043 ag. numero: 2032-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
245,"JOSE BONIFACIO, SP",1174-6,"avenida monsenhor angelo angioni num 821 - jardim das palmeiras 152000 - jose bonifacio, sp tel: (17) 4003-1043 ag. numero: 1174-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
246,"ELOY CHAVES, SP",4895-0,"avenida benedicto castilho de andrade num 366 - parque residencial eloy chaves 1321270 - jundiai, sp tel: (11) 4003-1043 ag. numero: 4895-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
247,"JUNDIAI, SP",0316-6,"rua rangel pestana num 278 - centro 132010 - jundiai, sp tel: (11) 4003-1043 ag. numero: 0316-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
248,"PARQUE DA UVA, SP",1600-4,"avenida jundiai num 1184 - anhangabau 1320853 - jundiai, sp tel: (11) 4003-1043 ag. numero: 1600-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
249,"PONTE SAO JOAO, SP",3197-6,"avenida sao joao num 478 - vila joana 132160 - jundiai, sp tel: (11) 4003-1043 ag. numero: 3197-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
250,"TRF JUNDIAI, SP",2950-5,"rua eduardo tomanik num 320 - chacara urbana 13201835 - jundiai, sp tel: (11) 4003-1043 ag. numero: 2950-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
251,"VIANELO, SP",1883-0,"rua das pitangueiras num 535 - jardim pitangueiras ii 13206716 - jundiai, sp tel: (11) 4003-1043 ag. numero: 1883-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
252,"VILA ARENS, SP",2209-8,"avenida doutor olavo guimaraes num 10 - vila arens 13201760 - jundiai, sp tel: (11) 4003-1043 ag. numero: 2209-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
253,"VILA HORTOLANDIA, SP",4906-9,"rua doutor ramiro de araujo filho num 490 - vila formosa 13214300 - jundiai, sp tel: (11) 4003-1043 ag. numero: 4906-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
254,"JUNQUEIROPOLIS, SP",4349-4,"rua sao salvador num 1000 - centro 178909 - junqueiropolis, sp tel: (18) 4003-1043 ag. numero: 4349-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
255,"JUQUIA, SP",4350-8,"avenida brasil num 635 - centro 118000 - juquia, sp tel: (13) 4003-1043 ag. numero: 4350-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
256,"JUQUITIBA, SP",3726-5,"avenida juscelino kubitschek de oliveira num 160 - centro 69500 - juquitiba, sp tel: (11) 4003-1043 ag. numero: 3726-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
257,"LARANJAL PAULISTA, SP",1220-3,"rua dos expedicionarios num 144 - centro 185000 - laranjal paulista, sp tel: (15) 4003-1043 ag. numero: 1220-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
258,"CIDADE DE LEME, SP",0899-0,"rua doutor armando salles oliveira num 187 - centro 13610220 - leme, sp tel: (19) 4003-1043 ag. numero: 0899-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
259,"LENCOIS PAULISTA, SP",0962-8,"rua sao paulo num 245 - vila mamedina 186810 - lencois paulista, sp tel: (14) 4003-1043 ag. numero: 0962-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
260,"BAIRRO BOA VISTA, SP",3605-6,"avenida mogi mirim num 657 - boa vista 13486111 - limeira, sp tel: (19) 4003-1043 ag. numero: 3605-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
261,"LIMEIRA, SP",0317-4,"praca toledo de barros num 164 - centro 134808 - limeira, sp tel: (19) 4003-1043 ag. numero: 0317-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
