,Nome Fantasia,Razao Social,Endereco,CNPJ,Agencia Vinculada,E-mail,Atividade
202,CRED.OITO, CRED. OITO ASSESSORIA E PRESTACAO DE SERVICOS IMOBILIARIOS LTDA,"AV MARTIN L KING JR 126 SL1508 BL9 T3, 126 - DEL CASTILHO
                                        20765-000. RIO DE JANEIRO - RJ
                                        (21) 31761001", 14.132.836/0001-54, 2954, DAISY@CREDOITO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
203,Ebenezer soluÅoes em imoveis, Ebenezer RJ serviÅos administrativos LTDA-ME,"R IRACEMA SOARES PEREIRA JUNQUEIRA, 85, 85 - centro
                                        26210-260. RIO DE JANEIRO - RJ
                                        (21) 35403136", 16.806.351/0001-24, 2538, CONSULTORIA.EBENEZERRJ@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
204,H2, H2 EMPREENDIMENTOS IMOBILIARIOS LTDA,"R DO CARMO 6 SALAS 906 A 908 - CENTRO - RIO DE JANEIRO - RJ. CEP: 20.011, 6 - CENTRO
                                        20011-020. RIO DE JANEIRO - RJ
                                        (21) 33503160", 13.761.930/0013-43, 990, GUILHERME@CREDIPORT.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
205,H2 EMPREENDIMENTOS IMOBILIARIOS, H2 EMPREENDIMENTOS IMOBILIARIOS LTDA,"AVENIDA RIO BRANCO 156 SL1226, 6 - CENTRO
                                        20040-901. RIO DE JANEIRO - RJ
                                        (21) 35503160", 13.761.930/0002-90, 1024, GUILHERME@CREDIPORT.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
206,H2 EMPREENDIMENTOS IMOBILIÁRIOS LTDA, H2 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,"R DO CARMO 6 SL 906 A 908, 6 - CENTRO
                                        20011-020. RIO DE JANEIRO - RJ
                                        (21) 35503160", 13.761.930/0001-00, 221, HUGO.PENA@H2FINANCIAMENTO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
207,IMOBILIARIA PEREIRA MELO, PEREIRA MELO SERVICOS E REFORMAS EM GERA,"AV PRESIDENTE KENNEDY 735,  - ESTRELA DO NORTE
                                        24445-795.  - RJ
                                        (21) 27050796", 16.434.636/0001-81, 218, IMOBILIARIAPEREIRAMELO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
208,INVESTMAIS, INVESTMAISBR ASSESSORIA DE INVESTIMENTOS LTDA,"DAS AMERICAS, 00000 - RECREIO DOS BANDEIRANTES
                                        22790-703. RIO DE JANEIRO - RJ
                                        (21) 81110878", 13.987.902/0001-05, 203, caixaaqui.investmais@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
209,PORTAL DO CREDITO, PORTAL DO CREDITO ASSESSORIA CADASTRAL LTDA,"EST DO TINDIBA 265 SALA 201, 265 - PECHINCHA
                                        22740-360. RIO DE JANEIRO - RJ
                                        (21) 999517546", 13.569.094/0001-66, 210, PORTALDOCREDITO2011@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
210,RTI SERVICOS, FRS SERVICOS ESPECIALIZADOS EM TI LTDA,"ANTONIO CALLADO, 00000 - BARRA DA TIJUCA
                                        22793-084. RIO DE JANEIRO - RJ
                                        (21) 973437777", 13.968.126/0001-04, 2913, rti@ricote.com.br,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
211,TEC SOLUCOES EM CREDITO LTDA ME, TEC SOLUCOES EM CREDITO LTDA ME,"AV PRADO JUNIOR 281 LOJA C PARTE,  - COPACABANA
                                        22011-040.  - RJ
                                        (21) 22757797", 14.947.473/0001-05, 218, CCA.TECSOLUCOES@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
212,TRADICAO ASSESSORIA EM FINANCIAMENTO, TRADICAO ASSESSORIA EM FINANCIAMENTO LTD,"RUA SENADOR DANTAS 117 SL902,  - CENTRO
                                        20031-204.  - RJ
                                        (21) 78434733", 16.594.937/0001-72, 218, SIMONEFINANCIAMENTO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
213,APP FACIL CORRESPONDENTE BANCARIO LTDA, APP FACIL CORRESPONDENTE BANCARIO LTDA,"AV JOSE SILVA DE AZEVEDO NETO 200  BL 004 SALA 0303 BL 004 SALA 0304, 200 - BARRA DA TIJUCA
                                        22775-056. RIO DE JANEIRO - RJ
                                        (21) 988912221", 20.070.407/0001-00, 187, repasse@approvafacil.com.br,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
214,cada emprestimos, cada emprestimos ltda,"RUA GENERAL LIMA DE FIGUEIREDO 420 PARTE,  - REALENGO
                                        21765-320.  - RJ
                                        (21) 35653993", 18.500.351/0001-27, 219, CADAEMPRESTIMOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
215,CRONOS CORRESPONDENTE BANCARIO LTDA, CRONOS CORRESPONDENTE BANCARIO LTDA,"R EUCLIDES FARIA 43 CASA 8, 00000 - RAMOS
                                        21060-100. RIO DE JANEIRO - RJ
                                        (2) 138853620", 22.144.531/0001-90, 1025, CRONOSCORRESPONDENTE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
216,ELO 3 IMOVEIS, ELO 3 IMOVEIS LTDA - ME,"AV PRESIDENTE KENNEDY 735 SALA 1229 E 1230,  - ESTRELA DO NORTE
                                        24445-795.  - RJ
                                        (21) 27198511", 22.144.903/0001-89, 1326, MARCIA.ELO3IMOVEIS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
217,EXATA, EXATA SOLUCOES EM REPASSE LTDA,"Estrada do Tindiba 2828 sala 220, 2828 - Taquara
                                        22725-442. RIO DE JANEIRO - RJ
                                        (21) 960115518", 22.073.235/0001-46, 2955, KELLY.MONTEIRO@EXATASOLUCOES.NET,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
218,FGP INFORMACOES CADASTRAIS LTDA, FGP INFORMACOES CADASTRAIS LTDA,"FRANCISCO MEDEIROS, 124 - HIGIENÓPOLIS
                                        21051-020. RIO DE JANEIRO - RJ
                                        (21) 973653397", 19.981.305/0001-50, 4148, ALMIRPAIVA@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
219,GPM, GPM SERVICOS ASSOCIADOS EIRELI,"AV RIO BRANCO 115 SAL 2001, 115 - CENTRO
                                        20040-004. RIO DE JANEIRO - RJ
                                        (24) 22461071", 21.869.780/0004-23, 4144, GPM.NORTE@CAIXAQUIRJ.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
220,HOME EXPRESS, FACILITY CONSULT E SERV DE ENG LTDA,"AV ATAULFO DE PAIVA 135 SALA 1313 PARTE, 11 - LEBLON
                                        22440-032. RIO DE JANEIRO - RJ
                                        (21) 987172356", 17.737.459/0001-75, 2915, CEF.PRISCILLA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
221,Invest Cred Cons. Financeira e Imob. Ltd, Invest Cred Cons. Financeira e Imob. Ltd,"RUA DA QUITANDA 199 SALA 204,  - CENTRO
                                        20091-005.  - RJ
                                        (21) 980007111", 20.705.523/0001-40, 673, FERNANDO@CREDITOHABITACIONAL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
222,JAYLSON IMOVEIS, JAYLSON CONSULTORIA IMOBILIARIA LTDA,"AV BRAZ DE PINA, 987,  - VILA DA PENHA
                                        21210-674.  - RJ
                                        (21) 34593609", 17.039.067/0001-32, 233, JAYLSONDELIMA@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
223,JR SOLUCOES FINANCEIRAS LTDA, JR SOLUCOES FINANCEIRAS LTDA,"CEL LAGO 169, 169 - PAVUNA
                                        21520-220. RIO DE JANEIRO - RJ
                                        (21) 996463134", 19.461.699/0001-15, 4087, RICARDOJRSOLUCOES@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
224,QUANTUM, QUANTUM CORRESPONDENTE BANCARIO LTDA-ME,"RUA DEGAS 400 BL6 AP403,  - DEL CASTILHO
                                        20771-580.  - RJ
                                        (21) 78861737", 17.700.008/0001-63, 3307, QUANTUM.CAIXA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
225,RENATA IMOVEIS, AGAPE IMOVEIS LTDA,"DAS AMERICAS 7899, 7899 - BARRA DA TIJUCA
                                        22793-081. RIO DE JANEIRO - RJ
                                        (21) 999097070", 16.930.187/0001-62, 228, CONTATO@RENATAIMOVEIS.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
226,RJC IMOBILIARIA, RJC IMOBILIARIA LTDA EPP,"RUA MARIZ E BARROS 824 LOJA G,  - MARACANÃ
                                        20270-002.  - RJ
                                        (21) 22047000", 21.739.112/0001-39, 3307, GERDELALBUQUERQUE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
227,ROVITTI CONSTRUCOES E COMERCIO EXTERIOR LTDA, ROVITTI CONSTRUCOES E COMERCIO EXTERIOR LTDA,"ROD WASHINGTON LUIZ, 2550 - VILA SAO LUIZ
                                        25085-009. RIO DE JANEIRO - RJ
                                        (21) 997967070", 20.451.974/0001-07, 3111, fernanda_rovitti@hotmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
228,BBJ, BBJ SERVICOS EMPRESARIAIS,"ABELARDO BUENO, 3350 - barra da tijuca
                                        22775-040. RIO DE JANEIRO - RJ
                                        (2) 995308866", 26.946.009/0001-83, 2954, BRUNOROCHAV@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
229,BRUNIZIOS CONSULTORIA E ASS HAB, ACONSULTOLAR CONSULTORIA E ASSESSORIA HABITACIONAL LTDA EPP,"ESTRADA DOS TRES RIOS, 741 - FREGUESIA
                                        22745-004. RIO DE JANEIRO - RJ
                                        (21) 997510712", 23.397.583/0001-31, 4063, ATENDIMENTO@ACONSULTOLAR.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
230,CRED CAIXA RIO, CRED CAIXA RIO ASSESSORIA IMOBILIARIA LT,"RUA MONSENHOR ALVES ROCHA 140 SALA 409 SALA 409 SUPL AV BRA S DE PINA, 140 - PENHA
                                        21070-540. RIO DE JANEIRO - RJ
                                        (21) 970387244", 28.432.567/0001-56, 207, ANALISECREDCAIXARIO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
231,CREDIPORTE ASSESSORIA IMOBILIARIA LTDA, CREDIPORTE ASSESSORIA IMOBILIARIA LTDA,"R DO CARMO, 6 - CENTRO
                                        20011-020. RIO DE JANEIRO - RJ
                                        (21) 973525555", 26.530.910/0001-70, 1624, DIEGO.RONDON@H2FINANCIAMENTO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
232,D & J CONSULTORIA, DRUMOND E JUNGER CONSULTORIA LTDA,"AV JOSE SILVA DE AZEVEDO NETO 200 BL 005 SALA 0351, 200 - BARRA DA TIJUCA
                                        22775-056. RIO DE JANEIRO - RJ
                                        (21) 999863430", 28.397.778/0001-03, 1344, empreendimentos@djconsultoria.com.br,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
233,DANIEL ANDERSON SILVA DOS SANTOS  LEGALIZACAO, DANIEL ANDERSON SILVA DOS SANTOS  LEGALIZACAO,"ALMIRANTE BARROSO, 00000 - CENTRO
                                        20031-005. RIO DE JANEIRO - RJ
                                        (21) 39235514", 28.620.280/0001-50, 198, DADTRIBUTOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
234,FAMILIA BACELLAR ASSESSORIA IMOBILIARIA, BACELLAR IMOBILIARIA LTDA,"RUA CONDE DE BONFIM 512 LOJA C, 512 - TIJUCA
                                        20520-054. RIO DE JANEIRO - RJ
                                        (21) 984069196", 24.020.493/0001-90, 228, POSVENDA2@FAMILIABACELLAR.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
235,FORTE IMOVEIS - CONSULTORIA IMOBILIARIA EIRELI, FORTE IMOVEIS - CONSULTORIA IMOBILIARIA EIRELI,"R TENDI 59, 59 - CAMPO GRANDE
                                        23045-070. RIO DE JANEIRO - RJ
                                        (21) 37988657", 26.694.933/0001-10, 229, JOSIANE.IF17@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
236,JLC IMOVEIS, JLC SOLUCOES IMOBILIARIAS EIRELI,"RUA PROFESSOR CASTILHO 431 SL 220,  - CAMPO GRANDE
                                        23045-060.  - RJ
                                        (21) 987875349", 26.269.327/0001-57, 1458, JLCIMOVEISRIO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
237,Leilao Invest, Expert Investimentos Corretora de Imovel,"Rua General Polidoro 58 Blc1 ap 808, 58 - Botafogo
                                        22280-005. RIO DE JANEIRO - RJ
                                        (21) 991869010", 25.241.030/0001-10, 2264, CORBAM.LI@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
238,LV COSTA ADMINISTRACAO, LN COSTA ADMINISTRACAO,"BRAZ DE PINA, 1041 - PENHA CIRCULAR
                                        21210-673. RIO DE JANEIRO - RJ
                                        (21) 22701107", 27.091.296/0001-50, 544, lucianocosta@lvcosta.com.br,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
239,M2R ASSESSORIA EM FINANCIAMENTO LTDA, M2R ASSESSORIA EM FINANCIAMENTO LTDA,"av das americas 3301 bl 05 loja 104 e 105, 3301 - barra da tijuca
                                        22631-003. RIO DE JANEIRO - RJ
                                        (21) 34154248", 28.517.649/0001-01, 3024, CONFORMIDADEM2R@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
