,Nome Fantasia,Razao Social,Endereco,CNPJ,Agencia Vinculada,E-mail,Atividade
105,LOTERIAS BRIGADEIRO, LOTERIAS BRIGADEIRO LTDA,"AV. BRIGADEIRO LIMA E SILVA, 2036 - DUQUE DE CAXIAS
                                        25071-182. DUQUE DE CAXIAS - RJ
                                        (21) 26738059", 07.197.484/0001-50,1334, loteriasbrigadeiro@hotmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
106,LOTERIAS CONFIANCA, LOTERIA CONFIANCA LTDA,"AV. PRESIDENTE VARGAS, 384 - CENTRO
                                        25070-330. DUQUE DE CAXIAS - RJ
                                        (21) 27716818", 03.998.250/0001-50,2538, loteriasconfianca@hotmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
107,LUCRI LOTERIAS, LUZIA C P FUMAUX LOTERIAS,"RUA B, LT.17 - NOVA CAMPINA
                                        25268-000. DUQUE DE CAXIAS - RJ
                                        (21) 36660949", 04.841.309/0001-65,4118, lucrisfumaux@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
108,MEGA SORTE, LOTERIA MEGA SORTE LTDA ME,"AVENIDA NILO PECANHA, 190 - CENTRO
                                        25010-143. DUQUE DE CAXIAS - RJ
                                        (21) 27712834", 11.035.662/0001-13,4162, mauriciomegasorte@yahoo.com.br,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
109,POLIDO & POLIDO LOTERIA LTDA, POLIDO & POLIDO LOTERIA LTDA,"AV PELOTAS, S/N - JARDIM GRAMACHO
                                        25055-192. DUQUE DE CAXIAS - RJ
                                        (21) 36521347", 07.647.397/0001-57,181, ,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
110,STAR BLUE LOTERIAS LTDA, STAR BLUE LOTERIAS LTDA,"RUA NILO PECANHA -, 520 - CENTRO
                                        25010-144. DUQUE DE CAXIAS - RJ
                                        (21) 35822942", 05.391.355/0001-72,4162, starblue@zkxloterias.com.br,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
111,BAZAR E LOTERIA ESPORTIVA DINGO LTDA, BAZAR E LOTERIA  ESPORTIVA DINGO LTDA,"R MAL BENTO MANOEL, 74 - 25 DE AGOSTO
                                        25075-270. DUQUE DE CAXIAS - RJ
                                        (21) 34914489", 27.863.471/0001-80,4118, loteriasdingo2019@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
112,CASA LOTERICA BOA SORTE CAXIAS LTDA, CASA LOTERICA BOA SORTE CAXIAS LTDA,"RUA DAS ALAGOAS, 156 - CHACARAS ARCAMPO
                                        25260-010. DUQUE DE CAXIAS - RJ
                                        (21) 38480412", 14.245.871/0001-80,4881, loteriaboasorte@ig.com.br,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
113,CASTELAO LOTERIA ESPORTIVA LTDA, CASTELAO LOTERIA ESPORTIVA LTDA,"AV AUTOMOVEL CLUBE, 126 - SANTA CRUZ DA SERRA
                                        25260-000. DUQUE DE CAXIAS - RJ
                                        (21) 36587066", 28.374.486/0001-47,4881, castelaoloteria@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
114,DUQUE DA SORTE, DUQUE DA SORTE CASA LOTERICA LTDA,"AV BRIGADEIRO LIMA E SILVA, 1523 - 25 DE AGOSTO
                                        25071-182. DUQUE DE CAXIAS - RJ
                                        (21) 38484802", 19.578.037/0001-20,4118, lotericaduquedasorte@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
115,DUQUESA LOTERIAS LTDA, DUQUESA LOTERIAS LTDA,"R ANDRE REBOUCAS, 50 - CENTRO
                                        25010-130. DUQUE DE CAXIAS - RJ
                                        (21) 26716450", 31.038.136/0001-14,181, duquesaloteria@yahoo.com.br,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
116,LOTERIA DUQUE DA SORTE, LOTERIA DUQUE DE CAXIAS LTDA,"AV CERRO COROA, 509 - TAQUARA
                                        25270-510. DUQUE DE CAXIAS - RJ
                                        (33) 988246155", 52.418.920/0001-28,4881, eurodrigopmarques@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
117,LOTERIA PRIMAVERA, LOTERIA PANNO LTDA,"AV JORNALISTA MOACYR PADILHA, 00 - JARDIM PRIMAVERA
                                        25215-250. DUQUE DE CAXIAS - RJ
                                        (21) 41312229", 12.450.076/0001-06,1334, loteriapanno@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS"
118,LOTERIA SAO LUIZ LTDA, LOTERIA SAO LUIZ LTDA,"R MARIANO SENDRA DOS SANTOS, S/N - CENTRO
                                        25010-080. DUQUE DE CAXIAS - RJ
                                        (21) 26713715", 27.902.469/0001-72,181, luizers@outlook.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
119,LOTERIA SONHO MEU LTDA, LOTERIA SONHO MEU LTDA,"R EXPEDICIONARIO JOSE  AMARO, 428 - VILA SAO LUIZ
                                        25065-090. DUQUE DE CAXIAS - RJ
                                        (21) 38424880", 28.195.121/0001-55,2538, sonhomeuloteria@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
120,M V LOTERIAS TREVO DA SORTE, JENIFFER AP SILVA LOTERIAS EIRELI,"AV CORONEL SISSON, S/N - VILA ARACI
                                        25266-000. DUQUE DE CAXIAS - RJ
                                        (21) 27871597", 29.889.198/0001-98,4881, MVLOTERIAS@OUTLOOK.COM,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
121,MARLENE LOTERIAS LTDA, MARLENE LOTERIAS LTDA,"AV DARCY VARGAS, 930 - GRAMACHO
                                        25035-250. DUQUE DE CAXIAS - RJ
                                        (21) 36515376", 28.845.238/0001-37,181, marlenelot@hotmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
122,TREVO DE CAXIAS LOTERIAS LTDA, TREVO DE CAXIAS LOTERIAS LTDA,"AV PLINIO CASADO, 53 - CENTRO
                                        25020-010. DUQUE DE CAXIAS - RJ
                                        (21) 38422347", 29.396.595/0001-28,181, loteria.trevodecaxias@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
123,ZUVANOV LOTERIA LTDA, ZUVANOV LOTERIA LTDA,"AV PRESIDENTE KENNEDY, 1761 - CENTRO
                                        25010-009. DUQUE DE CAXIAS - RJ
                                        (21) 26733052", 31.257.074/0001-31,181, zuvanovloteria@yahoo.com.br,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
124,LOTERIA SERRA AZUL, CASA LOTERICA SERRA AZUL LTDA,"AV JOAO BATISTA FERRINI, 136 - CENTRO
                                        26650-000. ENGENHEIRO PAULO DE FRONTIN - RJ
                                        (24) 24633674", 05.467.224/0001-21,4763, loteriaserraazul@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
125,FENIX  LOTERIAS, H G M D  LOTERIAS LTDA,"RUA PROF ROCHA FARIA, 105 - CENTRO
                                        25946-079. GUAPIMIRIM - RJ
                                        (21) 26327218", 02.973.258/0001-08,4854, fenixloteria@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
126,LOTERIA MODELO, LOTERIA MODELO LTDA,"ROD RIO FRIBURGO, 250 - PARADA MODELO
                                        25940-000. GUAPIMIRIM - RJ
                                        (21) 26324307", 14.800.822/0001-61,4854, loteria-modelo@hotmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
127,KES SORTE LOTERIAS, LOTERIA DE IGUABA LTDA,"RUA PAULINO PINTO PINHEIRO, 22 - CENTRO
                                        28960-000. IGUABA GRANDE - RJ
                                        (22) 988023044", 05.288.668/0001-08,888, kesfranco@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
128,LOTERICA MEGA SORTE, KES SORTE DE IGUABA LTDA,"RUA DR JOAO VASCONCELOS, 180 - CENTRO
                                        28960-000. IGUABA GRANDE - RJ
                                        (22) 993823261", 07.389.872/0001-32,1243, kesfranco@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
129,MAE E FILHO LOTERIAS, MAE E FILHO LOTERIAS LTDA,"AV. 22 DE MAIO, 5801 - CENTRO
                                        24800-097. ITABORAI - RJ
                                        (21) 26353309", 04.929.134/0001-42,811, loteriamaeefilho43@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
130,REAL MADRI LOTERIA, REAL MADRI LOTERIAS LTDA,"AVENIDA 22 DE MAIO, 4908 - RIO VARZEA
                                        24812-082. ITABORAI - RJ
                                        (21) 964871234", 17.214.815/0001-76,811, realmadriloterias@gmail.com,"Atividades Exercidas- APOSTAS EM LOTERIAS FEDERAIS- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- PIX SAQUE/PIX TROCO- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS, ESTADUAIS E FEDERAIS- SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA, SAQUE DE CONTAS BNB"
