,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
78,"
                                        IMOBILIARIA MARICA
                                    ", GLOBAL IMOVEIS CONSULTORIA E SERV LTDA, 10.326.168/0001-45, 1244, FELIPEFLAVIORANGEL@GMAIL.COM,"Av Beira Rio 309 Lt 8,  - Centro
                                        24900-120.  - RJ
                                        (21) 37312527","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
79,"
                                        MARINS CONSULTORIA IMOBILIARIA
                                    ", LM MARINS CONSULTORIA IMOBILIARIA LTDA, 16.698.895/0001-10, 3028, LINO.MARINS@GMAIL.COM,"AV ROBERTO DA SILVEIRA 142 SALA 311 QD 00000 LT11A4A, MARICA/RJ, 142 - CENTRO
                                        24900-445. MARICA - RJ
                                        (21) 41421012","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
80,"
                                        MORADA E DINIZ IMOVEIS
                                    ", L G MORADA E DINIZ IMOVEIS LTDA, 39.693.070/0001-08, 4161, LGMORADAEDINIZ@GMAIL.COM,"PROFESSOR CARDOSO DE MENEZES, 00000 - JARDIM ATLANTICO OESTE
                                        24935-045. MARICA - RJ
                                        (2) 126382670","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
81,"
                                        PJ CONSULTORIA
                                    ", PJ CONSULTORIA DE DADOS EIRELI, 03.085.751/0001-46, 3106, JSC-RJ@HOTMAIL.COM,"RUA 10 DE SETEMBRO 94, 94 - JACAROA
                                        24903-130. MARICA - RJ
                                        (21) 964219719","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
82,"
                                        MP THIEL
                                    ", MP THIEL ASSESSORIA IMOBILIÁRIA LTDA, 14.411.191/0001-99, 4095, CONTATO@MPTHIEL.COM.BR,"RUA COSMORAMA 736 SL 21,  - COSMORAMA-MESQUITA
                                        26582-020.  - RJ
                                        (21) 78367080","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
83,"
                                        SUBLIME IMOVEL
                                    ", SUBLIME IMOBILIARIA LTDA, 26.698.210/0001-99, 3406, SUBLIMEIMOVEL@GMAIL.COM,"RUA AMBROSIO 308 LOJA 2,  - VILA EMIL
                                        26580-250.  - RJ
                                        (21) 964220712","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
84,"
                                        CASA AURORA
                                    ", ARMAZEM AURORA LTDA, 29.181.435/0001-61, 992, AURORACONSTRUCAO@HOTMAIL.COM,"Rua Aurea Pinheiro, 109, 109 - Centro
                                        26900-000. MIGUEL PEREIRA - RJ
                                        (24) 24843065","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
85,"
                                        RODOLFO PERES HECUSOM
                                    ", RODOLPHO PERES HECUSOM, 35.848.800/0001-41, 992, RODOLPHO_PERESS@HOTMAIL.COM,"R MARIA JOSE 16 BOX 12, 16 - CENTRO
                                        26900-000. MIGUEL PEREIRA - RJ
                                        (24) 981820291","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
86,"
                                        BIJUCA RACOES
                                    ", ANDRE DOS REIS CARNEIRO, 09.021.754/0001-00, 1335, ANDREREISCARNEIRO@YAHOO.COM.BR,"JOSE RODRIGUES DA COSTA 140, 00000 - PARAISO DO TOBIAS
                                        28463-000. MIRACEMA - RJ
                                        (22) 981196434","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
87,"
                                        LOTTUS CONSULTORIA FINANCEIRA E IMOBILIÁ
                                    ", LOTTUS NEGOCIAL LTDA ME, 11.814.703/0001-70, 1335, LOTTUSMIRA@GMAIL.COM,"PC GETULIO VARGAS, 1 SL 4,  - CENTRO
                                        28460-000.  - RJ
                                        (22) 38520016","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
88,"
                                        ******
                                    ", J E F DA SILVA MERCEARIA ME, 03.392.645/0001-05, 1246, MERC.FRANCA@HOTMAIL.COM,"Rua Eduardo Lacerda da Silva nr 03,  - Bom Jesus do Querendo
                                        28383-000.  - RJ
                                        (22) 38444134","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
89,"
                                        J Augusto Mercearia
                                    ", Jose Augusto Gomes de Souza Cereais ME, 29.862.794/0001-84, 1246, TELEVENDASJAUGUSTO@HOTMAIL.COM,"Rua Basilio de Lannes, 18 - loja e sobreloja,  - N S Aparecida
                                        28380-000.  - RJ
                                        (22) 38411124","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
90,"
                                        VIEIRA DAIR
                                    ", VIEIRA DAIR ASSESSORIA LTDA - ME, 24.734.995/0001-82, 1246, VIEIRADAIR@HOTMAIL.COM,"RUA PROFESSOR BORGES 01,  - CENTRO
                                        28380-000.  - RJ
                                        (22) 38413503","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
91,"
                                        ASSIMOB IMOVEIS
                                    ", ASSIMOB IMOVEIS E ASSESSORIA IMOB LTDA, 14.585.294/0001-75, 187, ASSIMOBIMOVEIS@HOTMAIL.COM,"AV GETULIO CARGAS 1650,  - CENTRO
                                        26510-010.  - RJ
                                        (21) 92296930","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
92,"
                                        ***
                                    ", VR CONSULTORIA E NEGOCIOS LTDA - ME, 24.903.161/0001-53, 1507, VANIA.GUIVR7@GMAIL.COM,"R MAESTRO FELICIO TOLEDO 519 SALA 602 PARTE,  - CENTRO
                                        24030-106.  - RJ
                                        (21) 36171804","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
93,"
                                        AGILIZA SERVICOS EMPRESARIAIS LTDA
                                    ", AGILIZA SERVICOS EMPRESARIAIS LTDA, 11.812.457/0001-17, 4448, CAROLINE@CREDBANK-RJ.COM.BR,"RUA DOUTOR TAVARES DE MACEDO 5 LJ 102, 5 - ICARAÍ
                                        24220-215. NITEROI - RJ
                                        (21) 26201843","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
94,"
                                        Antonio Marcio Torres Costa
                                    ", Antonio Marcio Torres Costa, 13.788.102/0001-65, 3092, MARCIOTORRESIMOVEIS@GMAIL.COM,"Rua Noronha Torrezão 335 blo02 ap1401, 335 - Santa Rosa
                                        24240-183. NITEROI - RJ
                                        (21) 996345777","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
95,"
                                        CONFIANCE
                                    ", MCP GESTAO DE NEG E A NA PREP DE DOC LTDA, 18.598.832/0001-17, 4725, JACQUES.ARAUJO@CONFIANCCE.COM,"R JOAQUIM TAVORA 72 SALA 507 E 508, 72 - ICARAI
                                        24230-540. NITEROI - RJ
                                        (21) 81684491","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
96,"
                                        DACCACHEIMOVEIS
                                    ", DACCACHE IMOVEIS LTDA, 23.796.615/0001-71, 198, DACCACHEUNICO@GMAIL.COM,"SAO BOAVENTURA 612 AP 402 BL 4, 612 - FONSECA
                                        24120-191. NITEROI - RJ
                                        (21) 26014026","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
97,"
                                        DESATA ASSESSORIA
                                    ", WPJ ASSESSORIA TECNICA, 20.299.823/0001-77, 175, PRISCILLA.GOMIDE@DESATAASSESSORIA.COM.BR,"RUA CEL GOMES MACHADO 38 SL 402,  - CENTRO
                                        24020-068.  - RJ
                                        (21) 988758907","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
98,"
                                        LGB
                                    ", LGB CONSULTORIA IMOBILIÁRIA LTDA ME, 11.522.322/0001-17, 3022, MARCOSLAGATTA@GMAIL.COM,"AV ALMIRANTE TAMANDARE 40 / SALA 205,  - PIRATININGA
                                        24340-380.  - RJ
                                        (21) 41270433","Atividades Exercidas- CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
99,"
                                        LPIMENTEL CONSULTORIA
                                    ", LUCIANA PIMENTEL NOGUEIRA 07837882741, 25.354.151/0001-79, 174, LPIMENTELCONSULTORIA@OUTLOOK.COM,"AV ERNANI DO AMARAL PEIXOTO, 334 - centro
                                        24009-900. NITEROI - RJ
                                        (21) 26130587","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
100,"
                                        MARIA EMILIA NEWMAN DE QUEIROZ
                                    ", MARIA EMILIA N DE Q SERV DE DESP LTDA ME, 12.619.432/0001-64, 3022, EMILIANEWMAN@GMAIL.COM,"R 4 Número 226 Parte - Argeu Fazendinha,  - itaipu
                                        24340-230.  - RJ
                                        (21) 26081946","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
101,"
                                        MODULO ASSESSORIA IMOBILIARIA
                                    ", J T ASSESSORIA IMOBILIARIA E GESTAO DE N, 11.300.243/0001-61, 1247, JULIANA@MODULOASSESSORIA.COM.BR,"R Dr. Borman 23 salas 709 e 710,  - centro
                                        24020-320.  - RJ
                                        (21) 27199493","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
102,"
                                        R4 ASSESSORIA FINANCEIRA LTDA
                                    ", R4 ASSESSORIA FINANCEIRA LTDA, 29.696.265/0001-58, 1507, RODNEYLACERDA2018@GMAIL.COM,"COMANDANTE MIGUELOTE VIANA, 00000 - ICARAI
                                        24220-195. NITEROI - RJ
                                        (21) 981399349","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
103,"
                                        SEF Consultoria Imobiliaria e de Credito
                                    ", SERGIO L FERREIRA ME, 12.511.661/0001-60, 2933, CONTATO@SLFCONSULTORIA.COM.BR,"Ernani do Amaral Peixoto, 334 - Centro
                                        24020-076. NITEROI - RJ
                                        (21) 36191315","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
104,"
                                        SPIN INOVACOES IMOBILIARIAS
                                    ", SPIN INOVACOES IMOBILIARIAS LTDA, 28.651.092/0001-99, 2933, credispin@spinimoveis.com,"R Miguel de Frias 77, SL 1901, 77 - Icaraí
                                        24220-008. NITEROI - RJ
                                        (21) 979879985","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
105,"
                                        VANDA RANGEL ASSESSORIA IMOBILIARIA
                                    ", VANDA RANGEL ASSESSORIA IMOBILIARIA LTDA, 14.709.634/0001-22, 175, VRCORRESPONDENTECAIXA@GMAIL.COM,"AV ERNANI DO AMARAL PEIXOTO, 479 sala 303,  - CENTRO
                                        24020-072.  - RJ
                                        (21) 27170047","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
106,"
                                        VLF IMOBILIARIA
                                    ", VLF NEGOCIOS LTDA EPP, 20.541.383/0001-12, 2180, VLFNEGOCIOS@GMAIL.COM,"Av Ernani do Amaral Peixoto 207 sala 1309,  - Centro
                                        24020-071.  - RJ
                                        (21) 36461242","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
107,"
                                        ACL ASSESSORIA E SERVICOS
                                    ", AA-ABC IMOVEIS ASSESSORIA E SERVICOS LTDA, 50.868.891/0001-70, 3092, ADAILTONSOUZAIMOVEIS@HOTMAIL.COM,"AV ERNANI DO AMARAL PEIXOTO 300 SALA 706, 00000 - CENTRO
                                        24020-076. NITEROI - RJ
                                        (21) 964462395","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
108,"
                                        AGILIZA TZ ASSESSORIA EIRELI
                                    ", AGILIZA ASSESSORIA EIRELI, 34.381.072/0001-48, 2933, MARCELOAZEDIAS@GMAIL.COM,"RUA DA CONCEICAO, 125, SALA 410, 125 - CENTRO
                                        24020-085. NITEROI - RJ
                                        (21) 995789596","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
109,"
                                        ALEKS NEGOCIAL
                                    ", ALEKS NEGOCIAL SERVICOS DE APOIO ADMINISTRATIVO EIRELI, 43.365.244/0001-80, 3022, ALEKS.NEGOCIAL@GMAIL.COM,"MAESTRO EDUARDO SOUTO 154, 00000 - PIRATININGA
                                        24358-250. NITEROI - RJ
                                        (21) 37141299","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
110,"
                                        BASIP CONSULTORIA
                                    ", BASIP CONSULTORIA ADMINISTRATIVA LTDA, 43.575.033/0001-72, 1337, FERNANDABSPIMENTEL@GMAIL.COM,"MINISTRO OTAVIO KELLY 452, 00000 - ICARAI
                                        24220-301. NITEROI - RJ
                                        (21) 964432315","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
111,"
                                        CONCRETIZA PREST DE SERV E COM DE ROUPAS E ART LTDA
                                    ", CONCRETIZA PREST DE SERV E COM DE ROUPAS E ART LTDA, 38.050.331/0001-09, 175, GIGIDUTRA47@GMAIL.COM,"DA CONCEICAO, 00000 - CENTRO
                                        24020-085. NITEROI - RJ
                                        (2) 127123538","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
112,"
                                        CONSTRURIO ENGENHARIA E AVALIACAO
                                    ", ALLURECRED ENGENHARIA LTDA, 41.064.798/0001-12, 4143, LORENAP_ENG@HOTMAIL.COM,"R LUIZ LEOPOLDO FERNANDES PINHEIRO 551 SALA 505, 00000 - CENTRO
                                        24030-127. NITEROI - RJ
                                        (21) 989255051","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
113,"
                                        CONTROL B HOME LTDA
                                    ", CONTROL B HOME LTDA, 40.091.994/0001-13, 4724, CONTROLBHOME@GMAIL.COM,"EST FRANCISCO DA CRUZ NUNES 7288 SALA 204 PARTE, 00000 - ITAIPU
                                        24340-000. NITEROI - RJ
                                        (2) 126096965","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
114,"
                                        LAMEIRA S CONSULTORIA  TREINAMENTO
                                    ", LAMEIRA S CONSULTORIA  TREINAMENTO, 34.182.266/0001-14, 199, CEF.ATENDIMENTO@ALMADACAPITAL.COM.BR,"R EVALDO GONCALVES 285 QUADRA02 LOTE 184, 00000 - ITAIPU
                                        24335-060. NITEROI - RJ
                                        (21) 987831115","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
