,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
35,"
                                        STAR SOLUCOES EM IMOVEIS LTDA
                                    ", STAR SOLUCOES EM IMOVEIS LTDA, 35.989.706/0001-02, 850, STAR_SOLUCOES@HOTMAIL.COM,"AMAPA, 00000 - CENTRO
                                        29345-000. MARATAIZES - ES
                                        (28) 999051984","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
36,"
                                        D FAMILY
                                    ", CLARIANA PRESENTES LTDA, 19.631.347/0001-60, 716, CLARA_ANDRADES@HOTMAIL.COM,"RUA MONTE DAS OLIVEIRAS, SN,  - IRMA MARIA ZELIA PRUDENTE
                                        29890-000.  - ES
                                        (27) 37542304","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
37,"
                                        FARMACIA MARCONI
                                    ", DROGARIA FREIRE BARROS LTDA ME, 39.410.154/0001-97, 716, DROGARIAFREIRE@GMAIL.COM,"ANTONIO PAULINO, 808 - CENTRO
                                        29890-000. MONTANHA - ES
                                        (27) 37541507","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
38,"
                                        JM GRANVILLE IMOBILIARIA
                                    ", JOSE MARQUES DE OLIVEIRA RODRIGUES, 09.523.320/0001-09, 716, GRANVILLESERVICOS@GMAIL.COM,"AV ANTONIO PAULINO 398, 398 - CENTRO
                                        29890-000. MONTANHA - ES
                                        (27) 37542199","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
39,"
                                        FIRME CORRESPONDENTE
                                    ", SERVEN SERVICOS ESPECIALIZADOS NORTE LTD, 20.415.747/0001-18, 556, LARISSA.FIRMECORRESPONDENTE@GMAIL.COM,"AVENIDA VITORIA 146 SALA 106, 146 - CENTRO
                                        29830-000. NOVA VENECIA - ES
                                        (27) 37725012","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
40,"
                                        METAS SOLUCOES IMOBILIARIAS
                                    ", ANDREIA CARDOSO DE OLIVEIRA, 12.420.973/0001-69, 3366, METASSOLUCOES19@GMAIL.COM,"PC BAIANA 75G SALA08,  - CENTRO
                                        29980-000.  - ES
                                        (27) 999886034","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
41,"
                                        ALEXANDRA DINIZ AGENTE IMOBILIARIO
                                    ", ALEXANDRA DINIZ AGENTE IMOBILIARIO EIREL, 33.285.997/0001-22, 2056, ALEXANDRADINIZ72@GMAIL.COM,"R VALERIO CONTREIRAS E LACERDA 71A,  - MONTE AGHA
                                        29285-000.  - ES
                                        (28) 999718846","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
42,"
                                        BRENO RIBEIRO CORRETOR DE IMOVEIS
                                    ", IMOBILIARIA BRENO RIBEIRO E ADIMINISTRACAO DE CONDOMINIO LTDA, 53.285.772/0001-83, 2056, BRENO_RIBEIRO4@HOTMAIL.COM,"AV FELICINDO LOPES 204 LOJA A, 00000 - ACAIACA
                                        29285-000. PIUMA - ES
                                        (28) 999478102","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
43,"
                                        DROGARIA GUIDA
                                    ", DROGARIA AGUIDA LTDA, 11.892.709/0001-65, 2056, GUIDAPRAIA1@HOTMAIL.COM,"Av Prefeito Jose de Vargas Scherrer 1406,  - Jardim Maily
                                        29285-000.  - ES
                                        (28) 35202210","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
44,"
                                        ALEXANDRA DINIZ AGENTE IMOBILIARIO
                                    ", ALEXANDRA DINIZ AGENTE IMOBILIARIO EIREL, 33.285.997/0001-22, 2056, ALEXANDRADINIZ72@GMAIL.COM,"R VALERIO CONTREIRAS E LACERDA 71A,  - MONTE AGHA
                                        29285-000.  - ES
                                        (28) 999718846","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
45,"
                                        BRENO RIBEIRO CORRETOR DE IMOVEIS
                                    ", IMOBILIARIA BRENO RIBEIRO E ADIMINISTRACAO DE CONDOMINIO LTDA, 53.285.772/0001-83, 2056, BRENO_RIBEIRO4@HOTMAIL.COM,"AV FELICINDO LOPES 204 LOJA A, 00000 - ACAIACA
                                        29285-000. PIUMA - ES
                                        (28) 999478102","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
46,"
                                        DROGARIA GUIDA
                                    ", DROGARIA AGUIDA LTDA, 11.892.709/0001-65, 2056, GUIDAPRAIA1@HOTMAIL.COM,"Av Prefeito Jose de Vargas Scherrer 1406,  - Jardim Maily
                                        29285-000.  - ES
                                        (28) 35202210","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
47,"
                                        56146870 GERALDO BARCELLOS BOLONHA
                                    ", 56146870 GERALDO BARCELLOS BOLONHA, 56.146.870/0001-28, 3619, GERALDOBOLONHA@YAHOO.COM.BR,"R GUILHERME FLEGER  SN, 00000 - VILA NOVA
                                        29645-000. SANTA MARIA DE JETIBA - ES
                                        (27) 999840792","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
48,"
                                        56146870 GERALDO BARCELLOS BOLONHA
                                    ", 56146870 GERALDO BARCELLOS BOLONHA, 56.146.870/0001-28, 3619, GERALDOBOLONHA@YAHOO.COM.BR,"R GUILHERME FLEGER  SN, 00000 - VILA NOVA
                                        29645-000. SANTA MARIA DE JETIBA - ES
                                        (27) 999840792","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
49,"
                                        UNIAO CONSULTORIA LTDA
                                    ", UNIAO CONSULTORIA LTDA, 05.843.559/0001-05, 721, PLANTAREMORARASSESSORIA@GMAIL.COM,"R JOAO DIAS 245, 245 - CENTRO
                                        29780-000. SAO GABRIEL DA PALHA - ES
                                        (27) 37270332","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
50,"
                                        ILHA & ILHA
                                    ", ILHA & ILHA LTDA, 13.980.737/0002-40, 717, ILHA02SM@GMAIL.COM,"PC SAO BENEDITO, 77 - CENTRO
                                        29930-330. SAO MATEUS - ES
                                        (27) 999511485","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
51,"
                                        L2 FINANCIAMENTOS
                                    ", GIOVANI FONTANA PRESTACAO DE SERVICOS LTDA, 06.348.525/0002-80, 717, LYANDRA.GFIMOVEIS@GMAIL.COM,"PC JOSE DE ANCHIETA 153, 153 - CENTRO
                                        29930-250. SAO MATEUS - ES
                                        (27) 999845272","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
52,"
                                        A & T CONSULTORIA LTDA
                                    ", A & T CONSULTORIA LTDA, 03.214.860/0001-16, 3139, AQUILAVINICIOS@HOTMAIL.COM,"R Cassemiro de Abreu 250,  - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-160.  - ES
                                        (27) 998184000","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
53,"
                                        ALFA SOLUCAO IMOBILIARIA
                                    ", ALFA SOLUCAO IMOBILIARIA LTDA, 29.520.711/0001-79, 882, LAUDER@ALFAIMOBILIARIA.COM.BR,"AV PAULO PEREIRA GOMES 1156 LJ 05, 00000 - MORADA DE LARANJEIRAS MUNICIPIO SERRA UF ES ENDERECO ELETRONICO
                                        29166-828. SERRA - ES
                                        (27) 998233413","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
54,"
                                        ANF - AREA NEGOCIOS FINANCEIROS
                                    ", AREA NEGOCIOS FINANCEIROS EIRELI, 11.509.951/0001-07, 2146, ANFGESTOR@GMAIL.COM,"R GOIAS 107 LOJA 01 - TERREO,  - ESTANCIA MONAZITICA
                                        29175-149.  - ES
                                        (27) 30671453","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
55,"
                                        APORTE ASSESSORIA
                                    ", APORTE ASSESSORIA E SERVIÇOS, 19.375.661/0001-20, 2041, APORTECORRESPONDENTE@APORTENEGOCIOS.COM.BR,"R CASIMIRO DE ABREU 223EDIF JULIO ZORZAL SALA 403, 223 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-160. SERRA - ES
                                        (27) 30942321","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
56,"
                                        BALLARDIN & REIS ASSESSORIA EM IMOVEIS M
                                    ", BALLARDIN & REIS ASSESSORIA EM IMOVEIS M, 23.559.061/0001-99, 3139, BALLARDINREIS.CORRESPONDENTECAIXA@HOTMAIL.COM,"rua marataízes, 250 bl I sl 309,  - valparaiso
                                        29165-827.  - ES
                                        (27) 998344820","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
57,"
                                        CARTORIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DO DISTRITO DE CARAPINA DO JUIZO DE SERRA DA COMARCA DA CAPITAL
                                    ", CARTORIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DO DISTRITO DE CARAPINA DO JUIZO DE SERRA DA COMARCA DA CAPITAL, 33.017.448/0001-77, 4607, caio@cartoriocarapina.com.br,"AV CIVIT 1265, 00000 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-032. SERRA - ES
                                        (67) 999872188","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
58,"
                                        CONFIANCA IMOVEIS
                                    ", CONFIANCA IMOVEIS LTDA - ME, 22.106.345/0001-67, 1046, IMOVEIS@CONFIANCAIMOVEISES.COM.BR,"R MARATAIZES 250, 250 - PLANALTO DE CARAPINA
                                        29162-738. SERRA - ES
                                        (27) 33284609","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
59,"
                                        DESTEFANI NEGOCIOS
                                    ", DESTEFANI EMPREENDIMENTOS IMOBILIARIOS LTDA, 31.797.739/0001-08, 2041, FERNANDADESTEFANIB@GMAIL.COM,"R CECILIA MEIRELES 55  SALA 1110, 00000 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-612. SERRA - ES
                                        (27) 999581011","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
60,"
                                        J SENNE
                                    ", J SENNE NEGOCIOS IMOBILIARIOS LTDA, 29.396.986/0001-42, 4607, jsenne.cca@gmail.com,"RUA PITAGORAS, 270 - P R LARANJEIRAS
                                        29165-170. SERRA - ES
                                        (27) 21413254","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
61,"
                                        JC IMOVEIS
                                    ", JC IMOVEIS LTDA ME, 22.604.061/0001-09, 2041, JNCAVALCANTE@HOTMAIL.COM,"Av. Paulo Pereira Gomes, 1156 A, sala 413, Ed. Ventura,  - MORADA DE LARANJEIRAS
                                        29166-828.  - ES
                                        (27) 30791001","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
62,"
                                        LAR IMOVEIS
                                    ", JULIANA RODRIGUES LUIZ, 28.446.566/0001-60, 3139, LARIMOVEISSERRA@GMAIL.COM,"AV ELDES SCHERRER SOUZA, 975 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-680. SERRA - ES
                                        (2) 998013608","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
63,"
                                        PILLAR SERVICOS IMOBILIARIOS
                                    ", PILLAR SERVICOS IMOBILIARIOS LTDA, 14.617.114/0001-90, 882, CCAPILLAR@PILLARENGENHARIA.COM.BR,"AZALEIA, 00000 - RESIDENCIAL CENTRO DA SERRA
                                        29179-100. SERRA - ES
                                        (2) 795144400","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
64,"
                                        PORTALFLEX CORRETORES ASSOCIADOS
                                    ", CORRECOOPES NEGOCIOS LTDA, 09.477.872/0001-10, 1046, FINANCIAMENTO@PORTALFLEX.COM,"RODOVIA NORTE SUL 30 EDIF GLASGIO SALA 100, 30 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-010. SERRA - ES
                                        (27) 999339326","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
65,"
                                        SELECT CASA
                                    ", IMOBILIARIA SELECT LTDA ME, 09.612.510/0001-94, 3139, KAROL@SELECTCASA.COM.BR,"R ERICO VERISSIMO 176, 176 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-480. SERRA - ES
                                        (27) 33371113","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
66,"
                                        WKASA IMOVEIS
                                    ", WKASA IMOVEIS LTDA, 28.397.307/0001-97, 1046, WILKEN@WKASA.COM,"ELDES SCHERRER SOUZA 2230 SALA 1104 E 1105, 00000 - COLINA DE LARANJEIRAS
                                        29167-080. SERRA - ES
                                        (27) 997619812","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
67,"
                                        47660136 MURILO RICHARDELLE COSTA DE OLIVEIRA
                                    ", 47660136 MURILO RICHARDELLE COSTA DE OLIVEIRA, 47.660.136/0001-91, 167, SUPORTE.SERVICOSBANCARIO@GMAIL.COM,"AV CIVIT I, 00000 - MARINGA
                                        29168-322. SERRA - ES
                                        (27) 988132069","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
68,"
                                        CREDVIX SOLUCOES FINANCEIRAS
                                    ", CREDVIX SOLUCOES FINANCEIRAS LTDA, 45.492.777/0001-59, 2041, CONTATO@CREDVIX.FINANCE,"AV ELDES SCHERRER SOUZA 2162 SALA 726 A, 2162 - COLINA DE LARANJEIRAS
                                        29167-080. SERRA - ES
                                        (27) 997917371","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
69,"
                                        LS CONSULTORIA E SOLUCOES FINANCEIRAS LTDA
                                    ", LS CONSULTORIA E SOLUCOES FINANCEIRAS LTDA, 41.369.404/0001-34, 2146, LSCONSULTORIA.SOLUCOES@GMAIL.COM,"AV ABIDO SAADI 1620, 1620 - JARDIM ATLANTICO
                                        29175-269. SERRA - ES
                                        (27) 996097137","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
70,"
                                        REAL IMOVEIS ES
                                    ", REAL IMOVEIS ES LTDA, 49.118.808/0001-67, 1046, REALIMOVEIS.IMOBILIARIA.ES@GMAIL.COM,"AV ELDES SCHERRER SOUZA 975 SALA 1111, 00000 - PARQUE RESIDENCIAL LARANJEIRAS
                                        29165-680. SERRA - ES
                                        (27) 999010719","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
